Evento C1 Duración_(min)_pl "Intensidad_media pl" Intensidad_máxima_pl Intensidad_continuap_pl C_(mm_est Duración_(min)_esta Intensidad_media_est Intensidad_máxima_est Intensidad_continua_est Hs_5cm Hs_40_cm Hs_60 Hs_80 Hs_100 "Lluvia antecedent_24 horas_pluv" "Lluvia antecedent_24_horas_esta" "Lluvia antecedent_48_horas_pluv" Lluvia_antecedent_48_horas_est Qmax Trespuesta_(min)_plub Trespuesta_est Q_inicial
"Evento 220" 32,4 285 6,82105263157895 220,83333 42,4 35,26390638 285 7,42398029052632 47,72428275 16,326 0,388484066 0,52167185 0,555393263 0,578901695 0,540328734 27,48918687 22 27,48918687 22 50,71441142 170  11,8045422
"Evento 221" 31,6 135 14,0444444444444 295,8333 19,3642105263158 34,153232165 150 13,661292866 95,4485655 17,8690909090909 0,395544502 0,528332284 0,563017418 0,586161519 0,548324349 0,555337108 0,2 0,555337108 0,2 45,26517719 90  12,93271574
"Evento 222" 30 50 36 308,3333 36 34,430900719 50 41,3170808628 22,4920525711028 41,3170808628 0,457911715 0,509302462 0,557299285 0,574061755 0,54718213 41,37261457 36,4 41,37261457 36,4 63,26554536 55 50 12,81852071
"Evento 223" 27 160 10,125 287,5 22,1538461538462 34,708569272 170 12,2500832724706 21,6590135875435 37,7626666666667 0,419079308 0,509302462 0,553487207 0,571641828 0,54718213 30,54354096 17 30,54354096 17,2 82,31805296 170 170 18,55571525
"Evento 224" 27,6 215 7,70232558139535 158,3333 9,01621621621622 35,541574931 230 9,2717151993913 11,6625457788312 18,5325 0,409665373 0,51310842 0,553487207 0,571641828 0,542613213 88,57626878 69,4 99,12767383 78 53,39776526 230 225 15,07352048
"Evento 225" 30,2 50 36,24 258,33333 51,0857142857143 36,374580601 55 39,6813606556364 16,6607796831873 46,86 0,448910495 0,52236249 0,547267559 0,550238531 0,545843712 49,42500265 38,8 49,42500265 38,8 63,01681227 55 55 11,90706586
"Evento 226" 27,2 135 12,0888888888889 85,3333 12,0888888888889 33,59789506 140 14,3990978828571 9,16342882515301 14,3990978828571 0,459638437 0,52906295 0,555616543 0,535190184 0,551074251 13,05042205 10,8 13,05042205 10,8 40,55088746 140 140 19,33079943
"Evento 227" 21,8 425 3,07764705882353 87,5 16,2 37,7629233709379 435 5,2086790856466 11,6625457781502 17,77 0,538067224 0,561185296 0,479919432 0,452407084 0,423143817 65,80744734 38,8 86,63258891 49,6 36,9536994755823 440 430 9,3571567733089
"Evento 228" 33,4 305 6,57049180327869 95,8333333333333 7,62 33,4 305 6,57049180327869 13,8005520220809 7,62 0,559974633 0,3321 0,535720395 0,594101128 0,524616572     36,4858387443786 305 305 19,9294582893164
"Evento 229" 32 265 7,24528301886792 412,5 12 38 270 8,44444444444444 9,99646780871235 16,3125 0,395544502 0,526429288 0,563970429 0,593421386 0,543755432     81,4136301 275 275 
"Evento 230" 47,481322768 140 20,3491383291429 108,333 18,3 29,6 140 20,3491383291429 10,8295067952718 26,28 0,456719408 0,538540375 0,5692089 0,539577623 0,552470889     72,51457106 150 145 
"Evento 231" 54,7007051640001 1125 2,91737094208001 138,83 11,2858831707097 54,7007051640001 1125 2,91737094208001 34,7075 11,2858831707097 0,362595781 0,505496504 0,537285885 0,552282239 0,51405745 56,08904795 50,2 56,08904795 50,2 30,66756   7,092905516
"Evento 232" 56,6443850520001 250 13,59465241248 399,15 21,3724137931034 56,6443850520001 250 13,59465241248 99,7875 21,3724137931034 0,393191023 0,528332284 0,564923474 0,587371483 0,54718213 58,31039638 55 66,640453 62,6 98,17500903 155 170 14,58867364
"Evento 233" 53,867699516 130 24,8620151612308 76,6395865474619 27,6678260869565 53,867699516 130 24,8620151612308 19,1598966368655 27,6678260869565 0,41640481 0,490303327 0,552497538 0,523782816 0,513158131 67,19579011 41,4 67,19579011 41,4 47,1462856 130 120 8,659526878
"Evento 234" 55,6544 285 11,7167157894737 0 0 55,6544 285 11,7167157894737 0 0 0,395544502 0,526429288 0,563970429 0,593421386 0,543755432     89,4136301 0 240 
"Evento 235" 51 270 11,3333333333333 39,9858712348494 16,3125 51 270 11,3333333333333 9,99646780871235 16,3125 0,395544502 0,526429288 0,563970429 0,593421386 0,543755432     101,4136301 275 275 
"Evento 236" 51,8 255 12,1882352941176 150 12,2086956521739 66,640453005 265 15,0884044539623 9,99646780871235 16,3125 0,409665373 0,49505496504 0,542050974 0,551072233 0,512915231 70,52781276 53 70,52781276 53 66,80686436 265 265 6,701602345
"Evento 237" 65,8645 265 14,9127169811321 163,75756857 12,2086956521739 73,640453005 275 14,5397352010909 8,99646780871235 16,3125 0,409665373 0,49505496504 0,542050974 0,551072233 0,512915231     91,80686436 265 265 
"Evento 238" 56,48787 1125 3,0126864 437,5 10,4516129032258 61,7007051640001 1125 3,29070427541334 34,7075 11,2858831707097 0,362595781 0,505496504 0,537285885 0,552282239 0,51405745     60,66756   
"Evento 239" 53,36547567456 255 12,5565825116612 150 12,2086956521739 66,640453005 265 15,0884044539623 9,99646780871235 16,3125 0,409665373 0,49505496504 0,542050974 0,551072233 0,512915231 70,52781276 53 70,52781276 53 68,1465000000001 265 265 6,701602345
"Evento 240" 52,36547567456 255 12,3212883940141 150 12,2086956521739 71,7675365475674 265 15,0884044539623 9,99646780871235 16,3125 0,409665373 0,49505496504 0,542050974 0,551072233 0,512915231 70,52781276 53 70,52781276 53 71,7675365475674 265 265 6,701602345
"Evento 241" 32,0950849389133 215 8,95676788992928 39,985871239372 12,6306905118937 45,2599743342858 190 14,292623473985 14,5833325 8,4768 0,510440911 0,549323832 0,551482084 0,536858147 0,451400626 52,20168819 31,4 52,20168819 31,4 80,0814103202159 215 215 8,95500594576579
"Evento 242" 87,334127673847 245 21,3879496344115 89,7565363605435 51,5549650285714 94,55434 250 22,6930416 94,6666665 34 0,468879174389 0,547330042 0,5620120721 0,5402118974 0,551574458 93,59567475 95,4 116,8441072 121,4 236,862349072676 230 240 18,535067129
"Evento 243" 64,7524644438505 265 14,6609353457775 383,64737436 21,5343387372413 71,534662 255 16,8316851764706 89,76532366 69,34454 0,3923191023 0,5238332284 0,5594923474 0,587371483 0,5422718213 70,52781276 53 70,52781276 53 99,9770414789971 155 170 8,5401602345
